cod,denumire,cod_fiscal,analitic,tara,judet,localitate,adresa,cont_banca,banca,tel,email,grupa,reg_com,den_agent
"00411","CIBGOMEC SRL","RO2157860","401.00411","RO","GJ","TG-JIU","Margaritarului nr. 1A","RO25RNCB0149114987240006","CONT BANCA COMERCIALA ROMANA IN EUR","0371100006","rezervari@hotelstory.ro","","",""
"00412","WORK MANAGEMENT S.R.L.","RO20363205","401.00412","RO","B","SECTOR4","Bld. Regina Maria, nr. 25","RO80INGB0000999909210397","ING BANK NV","0730709723","facturare@workmanagement.ro","","",""
"00413","AUTOBON PARTS TYRES","RO27389490","401.00413","RO","AG","PITESTI","Nicolae Balcescu","RO91RZBR0000060012903829","RAIFFEISENBANK ROMANIA.","0724441110","office@autobon.ro","","",""
"00414","BOROMIR IND SRL","RO6334476","401.00414","RO","VL","RAMNICU VALCEA","Targului nr 2","RO25INGB0006008156138915","ING BANK ROMANIA","","","","",""
"00415","AVCON STORE SRL","RO17894541","401.00415","RO","NT","POIANA LARGULUI","PRINCIPALA 65","RO20RZBR0000060007552938","RAIFFEISENBANK ROMANIA.","","","","",""
"00416","SC ASCONF SRL SUCEAVA  HOTEL IMPERIUM","RO7143440","401.00416","RO","SV","SUCEAVA","B-DUL SOFIA VICOVEANCA, nr. 17","RO66RNCB0234037008900001","Banca TREZORERIE","0749103626","asconfsv@gmail.com","","",""
"00417","LIVENZA SRL","RO18340552","401.00417","RO","BN","SANGEORZ-BAI","STR. STEJARULUI,","","","0768099905","","","J06/70/2006",""
"00418","MARISAN PROD CARN IMPEX SRL","RO18533707","401.00418","RO","B","BUCURESTI SECTOR 1","STR. LONDRA, NR. 13","","","0732671945","","","J40/11502/2024",""
"00419","M&M SERV IMPORT EXPORT SRL","RO15029374","401.00419","RO","B","BUCURESTI SECTOR 4","BLD. LIBERTATII, NR. 1","","","3343790","","","J40/11866/2002",""
"00420","STELEA VICTOR-SORIN INTREPRINDERE INDIVIDUALA","RO29128009","401.00420","RO","IF","SAT POPESTI LEORDENI POPESTI-LEORDENI","SOS. OLTENITEI, NR. 181","","","0765949130","","","F23/645/2011",""
"00421","SOCIETATE COOPERATIVA MESTESUGAREASCA TEHNICA STICLEI","RO341520","401.00421","RO","B","BUCURESTI SECTOR 4","CALEA VACARESTI, NR. 304","","","3309208","","","C40/10/2005",""
"00422","SHOEBOX PRODUCT ROMANIA SRL","RO27702511","401.00422","RO","B","BUCURESTI SECTOR 1","STR. JEAN MONNET, NR. 35 ,PARTER","","","","","","J40/11023/2010",""
"00423","MARTIN TRAVEL MANAGEMENT S.R.L.","RO32624592","401.00423","RO","IF","TUNARI","STR. PARIS, NR. 3F ,CAMERA NR. 1","","","0745041700","","","J23/3067/2019",""
"00424","BUZDUN MIRCEA","1850518282211","401.00424","RO","OT","CORABIA","str. Horia Closca si crisan nr. 60","","","","","","",""
"00425","COMPLET FASTER AF SRL","49136901","401.00425","RO","B","SECTOR4","MARIA LAZARESCU nr. 53A","RO81RNCB0064177550890001","BANCA COMERCIALA ROMANA","0723585224","","","",""
"00426","DCM OFFICE  CONCEPT SRL","RO39663882","401.00426","RO","B","SECTOR5","Str. Dunavat  Nr 18   Bl. 58 Sc 5 Et 1 Ap 66 Sect 5","RO08BTRLRONCRT0459081501","BANCA TRANSILVANIA","0767602382","dcmofficeconcept@gmail.com","","",""
"00427","ABSOLUT CLIMA S.R.L.","RO45151275","401.00427","RO","B","SECTOR6","Spl. Independen?ei Nr. 313D","RO61BREL0002003307800100","LIBRA BANK","+40730541191","office@abclima.ro","","",""
"00428","SWEET CONCEPT SRL","RO34353201","401.00428","RO","B","SECTOR5","Str. Sirenelor, Nr. 61, Sector 5","RO30RNCB0290145379220001","BANCA COMERCIALA ROMANA","0724/364931","office@sweetconcept.ro","","",""
"00429","SC CIMPAN CV IMPEX SRL","RO12529456","401.00429","RO","CJ","GHERLA","Str. Dumbravei, Nr.55","RO62BUCU2561304240966RON","ALPHA BANK","0374490566(LuniViner","office@timoshop.ro","","",""
"00430","MEESENBURG ROMANIA SRL","RO17979109","401.00430","RO","MS","TARGU MURES","Livezeni 79/A HALA C21","RO08RNCB0193016155290001","BANCA COMERCIALA ROMANA","0746738708","","","",""
"00431","PDF QUALITY PLUS SRL","49204801","401.00431","RO","SB","CISNADIE SIBIU","Daniel Renard, Nr 8F, Cisnadie Sibiu, Sibiu","RO45BTRLRONCRT0CP4930101","BANCA TRANSILVANIA","0754544485","office@pdfqualityplus.ro","","",""
"00432","EUROCLASS SERV SRL","RO18360037","401.00432","RO","B","SECTOR5","Str. Nasaud, Nr.64, Bl.32, Sc.3, Et.2, Ap.75, Sector 5","RO94BACX0000000958880000","UNICREDIT BANK SA","","","","",""
"00433","INTEGRAL CASA EXCLUSIVE S.R.L.","RO44803893","401.00433","RO","IF","TUNARI","STR. TUNARI-BALOTESTI, NR.1E","RO05BTRLRONCRT0614778001","BANCA TRANSILVANIA","","","","",""
"00434","DUMBOLINO LAND SRL","29094801","401.00434","RO","B","BUCURESTI SECTOR 1","MUNICIPIUL BUCURESTI, SECTOR 1, STR. LONEA, NR.6-8, ET.1","","","","","","J40/10968/2011",""
"00435","HELP NET FARMA SA","RO14169353","401.00435","RO","B","BUCURESTI SECTOR 1","MUNICIPIUL BUCURESTI, SECTOR 1, STR. CONSTANTIN DANIEL ROSENTHAL, NR.14, ET.2, AP.3, CAM.2","","","","","","J40/7727/2001",""
"00436","VULCANI SRL","RO1181142","401.00436","RO","BZ","PACLELE","Sat Paclele Com. Berca,","RO35BRDE100SV25091801000","BANCA ROMANA DE DEZVOLTARE","","","","",""
"00437","SC HERMANNSTADT CONFERENCE SRL","RO45307707","401.00437","RO","SB","SIBIU","Calea Gusteritei, nr. 20, Sibiu, 550223","RO88 UGBI 0000 7320 1962 8RON","GARANTIBANK","","","","",""
"00438","S.C. WEBTRADE MARKETING SRL","RO28555370","401.00438","RO","IF","VOLUNTARI","Bld. Pipera, nr. 1E, Voluntari","RO09BTRL04101202441597XX","BANCA TRANSILVANIA","0374004400","facturare@anvelope.ro","","",""
"00439","BIN GO SOLUTIONS S.R.L.","RO6089555","401.00439","RO","B","BUCURESTI SECTOR 4","SOS. GIURGIULUI, NR. 33A ,PARTER. COMPLEX REZIDENTIAL CITY OFFICE RESIDENCE","RO57BRMA101000011431RO03","EXIM BANCA ROMANEASCA","021/9640","bucuresti@uws.ro","","J1994008222405",""
"00440","DUMBRAVA AGRO NIK S.R.L.","RO29076902","401.00440","RO","CL","FUNDULEA","ORS. FUNDULEA, STR. LUCIAN BLAGA, NR.28","","","","","","J51/384/2011",""
"00441","S.C. J&R ENTERPRISES S.R.L.","RO1597870","401.00441","RO","B","SECTOR1","B-dul Pache Protopopescu 25, Et. 4","RO40BACX0000000599896000","UNICREDIT BANK SA","","","","",""
"00442","INDITEX ROMANIA, S.R.L.","RO22304337","401.00442","RO","B","SECTOR2","Bulevardul Vasile Milea 4","","","","","","",""
"00443","SOLAR BETA SRL","RO30998710","401.00443","RO","B","SECTOR2","Str. Cremenita, Nr.39, Corp C1, Et.1, Ap.4b","","","","","","",""
"00444","MM ECO TRADE SPOLKA Z OGRANICZOMNA","PL7773357825","401.00444","PL","","SKORZEWO","","","","","","","",""
"00445","M & M RETAIL S.R.L.","RO21572382","401.00445","RO","B","BUCURESTI SECTOR 1","STR. DR. IACOB FELIX, NR. 87 ,FELIX OFFICE BUILDING, ET.4, BIROU 4, SECTIUNEA 4.4.17","","","0722405319","","","J40/12823/2018",""
"00446","ADIGHERIN S.R.L.","RO11360510","401.00446","RO","TM","TIMISOARA","ALEEA MARTIR GHEORGHE IOSUB, NR. 2","","","0256215514","","","J35/17/1999",""
"00447","MUSETTE EXIM SRL","RO2443","401.00447","RO","B","BUCURESTI SECTOR 2","STR. 7 NOIEMBRIE, NR. 2","","","0744195788","","","J1992008273409",""
"00448","CONSTAL SHOP S.R.L.","RO34291753","401.00448","RO","B","SECTOR4","Str. DRUMUL DEALU BABII, Nr. 16, Bl. LOT 6, Ap. 2","RO19TREZ7045069XXX013349","Trezorerie operativa Sector 4","0774070619","office@constal.ro","","",""
"00449","ASOC PROP ALEEA MOLDOVITA 3","","462.00449","RO","B","","","","","","","","",""
"00450","SC COMPLEX CRYSTAL SRL","RO39815654","401.00450","RO","IS","IASI","COM. REDIU, SAT REDIU","RO26 RNCB 0683 1604 3287 0013","BANCA COMERCIALA ROMANA","0232277884","pensiuneacrystal@yahoo.com","","",""
"00451","BSG INVEST OIL SRL","RO36319770","401.00451","RO","IS","CHICEREA","STR. IASOMIEI, NR.2A","","","","","","",""
"00452","COMEDUS RESTAURANTS S.R.L.","RO32617099","401.00452","RO","IS","IASI","STR. VITEJILOR, NR.7, BL.SD5, ET.3, AP.11","","","","","","",""
"00453","S.C. METALPLUS PRODUCTIE SI SERVICII S.R.L.","RO15893485","401.00453","RO","B","SECTOR3","DRUMUL INTRE TARLALE,nr. 41-45","RO45INGB0000999910322453","ING BANK ROMANIA","","","","",""
"00454","PROFESSIONAL BARTENDING SERVICE SRL","RO18245992","401.00454","RO","CT","CONSTANTA","ARDEALULUI nr. 10 bl. L32 ap. 52","RO69INGB0000999903754442","ING BANK ROMANIA","0723635075","gache.costin@gmail.com","","",""
"00455","NIS PETROL SRL","RO29111546","401.00455","RO","B","SECTOR1","Calea Floreasca nr.246 C (cladirea Skytower), etaj 9","RO44TREZ7005069XXX010237","Trezorerie operativa Municipiul Bucuresti","","","","",""
"00456","MARGARETA SRL","RO22903441","401.00456","RO","IS","SAT VALEA LUPULUI COM. VALEA LUPULUI","STR. DN 28,  NR.48","RO25BTRLRONCRT0CM0856301","BANCA TRANSILVANIA","0749127255","","","",""
"00457","CLIMATICO LINE SRL","RO31307952","401.00457","RO","B","SECTOR2","Calea Mosilor 280, Bloc 20, Scara 2, Ap. 40","","","0311006666","contact@climatico.ro","","",""
"00458","OLX ONLINE SERVICES SRL","RO22457535","401.00458","RO","B","SECTOR1","Sos. Nicolae Titulescu, Cladirea America House 4-8 Aripa de","RO92BACX100000900023OLX0","UNICREDIT BANK SA","","","","",""
"00459","ANUNTUL TELEFONIC SRL","RO1582225","401.00459","RO","B","SECTOR1","BD. MAGHERU nr. 34-38 et. P ap. 2","RO04RNCB0074023855590001","BANCA COMERCIALA ROMANA","0212422142","claudiai@anuntul.ro","","",""
"00460","TRICKSHOT RESTAURANT SRL","RO45094943","401.00460","RO","B","SECTOR2","TOAMNEI Nr.117 Et.PARTER Ap.2+6","RO15BTRLRONCRT0689374604","BANCA TRANSILVANIA","","","","",""
"00461","PORSCHE LEASING ROMANIA IFN SA","RO12064199","401.00461","RO","IF","VOLUNTARI","PIPERA","RO47RZBR0000060026983007","RAIFFEISENBANK ROMANIA.","","office.pfg@porsche.ro","","",""
"00462","THE ORIENT COMPANY SRL","RO1283592","401.00462","RO","GR","GIURGIU","BLD. MIHAI VITEAZU, NR. 13 A","","","093442696","","","J52/60/1991",""
"00463","DIRECT CLIENT SERVICES SRL","RO11648548","401.00463","RO","B","BUCURESTI SECTOR 1","STR. PICTOR ARTHUR VERONA, NR. 15 ,CORP A1","","","0213133329","","","J1999003061406",""
"00464","GHILA I. FLORIAN INTREPRINDERE INDIVIDUALA","25153077","401.00464","RO","OT","CORABIA","STR. MIHAIL KOGALNICEANU, NR. 61B","","","0721115177","","","F28/140/2009",""
"00465","PTC ONLINE SRL","RO33676778","401.00465","RO","DJ","CRAIOVA","strada Vrancei nr.20","RO81INGB0000999904602200","ING BANK ROMANIA","+40720575817","suport@ptc-auto.ro","","",""
"00466","IT&C PREMIUM SERVICE SRL","RO36104290","401.00466","RO","B","BUCURESTI SECTOR 1","STR. NICOLAE RACOTA, NR. 5 ,CORP B, CAM. 1","","","","","","J40/7150/2016",""
"00467","GEO SMART ONLINE SRL","RO50259339","401.00467","RO","B","SECTOR6","Drumul Valea Doftanei, Nr.121-125, Corp 4, Tronson 1, Et.3, Ap.60","RO48INGB0000999915905816","ING BANK ROMANIA","","","","",""
"00468","TRACON SRL P.L. NAVODARI","RO2266522","401.00468","RO","B","SECTOR4","Spl Unirii nr .16, Muntenia Business Center cam.810,811,812 etaj 8, sect 4","","","0239611588","office@tracon.ro","","",""
"00469","PORSCHE BROKER DE ASIGURARE SRL","RO15046472","401.00469","RO","IF","VOLUNTARI","PIPERA","RO05RZBR0000060002829502","RAIFFEISENBANK ROMANIA.","","office.pfg@porsche.ro","","",""
"00471","PORSCHE INTER AUTO ROMANIA SRL","RO22188461","401.00471","RO","IF","VOLUNTARI","Bulevardul Pipera 2","RO70RZBR0000060009434129","RAIFFEISENBANK ROMANIA.","","pbv1@porsche.ro","","",""
"00472","PAGUBA CORNELIA MARIA SAN 68 INTREPRINDERE INDIVIDUALA","30126249","401.00472","RO","AR","ARAD","G-RAL DODA nr. 39","","","","","","",""
"00473","TAGGO STIL SRL","RO44964237","401.00473","RO","SV","SUCEAVA","Str. Stefan cel Mare nr. 4","RO31BTRLRONCRT0619825801","BANCA TRANSILVANIA","","contact@taggo.ro","","",""
"00474","MERSIN TURISM SRL","RO25607530","401.00474","RO","CT","CONSTANTA","STR. CAIUTI, NR. 4 ,CAMERA 1","","","0745182425","","","J2009001309132",""
"00475","RETO MB SP. Z O.O. (FORMERLY: RETO MARCIN BREK SP. K.)","RO48917173","401.00475","RO","B","NIEPRUSZEWO","ul. Swierkowa 4c","","Pekao","","","","",""
"00476","METRO CASH & CARRY ROMANIA SRL","RO8119423","401.00476","RO","B","SECTOR3","B-DUL THEODOR PALLADY, NR.51 N, CLADIREA C6. CORP A","RO68RNCB0445016915120001","BANCA COMERCIALA ROMANA","","","","",""
"00477","HH OPERATIONS S.R.L.","RO48527987","401.00477","RO","B","BUCURESTI SECTOR 1","SOS. PAVEL DIMITRIEVICI KISELEFF, NR. 32 ,CAMERA 2","","","0743345345","","","J2023013611407",""
"00478","BELANCO COM SRL","RO4571581","401.00478","RO","AR","ARAD","STR. COCORILOR, NR. 36","","","0257349010","","","J02/1042/1993",""
"00479","AMV UTIL CONSTRUCT SRL","RO28382407","401.00479","RO","IL","JILAVELE","Sat Jilavele Com. Jilavele, Str. Margaretelor, Nr.21","RO91BTRLRONCRT0523439701","BANCA TRANSILVANIA","","","","",""
"00480","D&D ROPE ACCESS EXPERT S.R.L.","RO51922501","401.00480","RO","B","SECTOR4","Drm Cheile Turzii, Nr.125 - 135, Camera Nr.1, Ap.7","","CONT ING BANK NV IN RON","","","","",""
"00481","CSV MEDA S.R.L.","RO14368607","401.00481","RO","DB","TIRGOVISTE","Str.CALEA IALOMITEI Nr.23","","INTESA SANPAOLO BANK","1234","1234","","",""
"00482","IMPORT EXPORT IRISA SRL","RO399840","401.00482","RO","B","SECTOR1","Str. B-dul BANU MANTA, Nr. 24,","RO51BACX0000003005082000","UNICREDIT BANK SA","0725211061","rezervari@irisa.ro","","",""
"00483","MIDOCAR SRL","RO4992254","401.00483","RO","B","SECTOR1","Sos Odai 219-225","RO11BREL0002002246650100","LIBRA INTERNET BANK","0374236450","midocar.vitan@midocar.ro","","",""
"00484","HIDROTERMIC S.R.L.","RO12671042","401.00484","RO","CT","CONSTANTA","ALEEA BRINDUSELOR, NR. 3","","","0241558859","","","J13/2074/1999",""
